Order Id,Order Date,Month,Customer,Invoice Id,Product Id,Product Name,Qty,Rate,Net Amount,Tax Type,TAX,Tax Amount,Amount
10067,42406,Feb,Customer 1,10075,10023,RICE STICKS 5MM 1PKT,30,159.5,4785,VAT,14.5,693.83,4785
10177,42443,Mar,Customer 1,10145,ITEM-CM_BLACKPEPPER,BLACK PEPPER QUALITY2 1KG,1,810,810,VAT,5.5,44.55,810
10177,42443,Mar,Customer 1,10145,10466,BASMATI RICE QUALITY1 25KG,1,2050,2050,  ,0,0,2050
10052,42401,Feb,Customer 1,10060,10534,WALNUT QUALITY2 1KG,1,1317,1317,VAT,14.5,190.97,1317
10052,42401,Feb,Customer 1,10060,ITEM-BADAM,ALMOND 1KG,2,922,1844,VAT,14.5,267.38,1844
10052,42401,Feb,Customer 1,10060,ITEM-ANANASFLOWER250GM,ANANAS FLOWER 250GM,1,69,69,VAT,5.5,3.8,69
10052,42401,Feb,Customer 1,10060,10559,ATTA QUALITY1 50KG,1,1243,1243,  ,0,0,1243
10052,42401,Feb,Customer 1,10060,10466,BASMATI RICE QUALITY1 25KG,2,2050,4100,  ,0,0,4100
10052,42401,Feb,Customer 1,10060,ITEM-CM_BLACKPEPPER_AATAM,BLACK PEPPER QUALITY1 1KG,1,851,851,VAT,5.5,46.81,851
10052,42401,Feb,Customer 1,10060,11176,SOYA SAUCE DARK 1PC,12,33,396,VAT,5.5,21.78,396
10052,42401,Feb,Customer 1,10060,10011,SOYA SAUCE LIGHT 1PC,6,25,150,VAT,5.5,8.25,150
10052,42401,Feb,Customer 1,10060,11116,COCOA POWDER 50GM 1PC,10,58,580,VAT,14.5,84.1,580
10052,42401,Feb,Customer 1,10060,ITEM-COFFEE1KG,COFFEE POWDER 1KG,2,737,1474,VAT,5.5,81.07,1474
10052,42401,Feb,Customer 1,10060,ITEM-COORG_HONEY,COORG HONEY BOTTLE,2,288,576,  ,0,0,576
10052,42401,Feb,Customer 1,10060,ITEM-CINNAMON_500GM,CINNAMON 500GM,1,110,110,VAT,5.5,6.05,110
10052,42401,Feb,Customer 1,10060,10641,DHANIYA POWDER 1KG,1,176,176,VAT,5.5,9.68,176
10052,42401,Feb,Customer 1,10060,11153,SAUNF 500GM,1,81,81,VAT,5.5,4.46,81
10052,42401,Feb,Customer 1,10060,10764,JEERA 1KG,1,182.52,182.52,VAT,5.5,10.04,182.52
10052,42401,Feb,Customer 1,10060,11115,MUSTARD SAUCE 200ML,3,50,150,VAT,5.5,8.25,150
10052,42401,Feb,Customer 1,10060,11112,GELATIN - BAKERS,20,61.6,1232,VAT,14.5,178.64,1232
